,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
918,Adama Traoré,Right Winger,27,3.0,Moldova,Super Liga,FC Sheriff Tiraspol,Hungary,NB I.,Ferencvárosi TC,2.0,False
919,Rochinha,Left Winger,27,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,Sporting CP,2.0,False
920,Philip Zinckernagel,Left Winger,27,3.0,England,Championship,Watford FC,Greece,Super League 1,Olympiacos Piraeus,2.0,False
921,Ben Malango,Centre-Forward,28,3.0,United Arab Emirates,UAE Pro League,Sharjah FC,Qatar,Stars League,Qatar SC,2.0,False
922,Cédric Hountondji,Centre-Back,28,3.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,Angers SCO,2.0,False
923,László Bénes,Central Midfield,24,3.0,Germany,Bundesliga,Borussia Mönchengladbach,Germany,2. Bundesliga,Hamburger SV,1.5,False
924,Abdul Mumin,Centre-Back,24,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Rayo Vallecano,1.5,False
925,Moreto Cassamá,Central Midfield,24,3.0,France,Ligue 1,Stade Reims,Cyprus,Protathlima Cyta,Omonia Nicosia,1.5,False
926,Nikolay Komlichenko,Centre-Forward,27,3.0,Russia,Premier Liga,Dynamo Moscow,Russia,Premier Liga,FK Rostov,1.5,False
927,Nicolás Díaz,Left-Back,23,3.0,Mexico,Liga MX Apertura,Mazatlán FC,Mexico,Liga MX Apertura,Club Tijuana,1.37,False
928,Eric Martel,Defensive Midfield,20,3.0,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,1.FC Köln,1.2,False
929,Monchu,Central Midfield,22,3.0,Spain,LaLiga SmartBank,Granada CF,Spain,LaLiga,Real Valladolid CF,1.2,False
930,Petar Stojanovic,Right-Back,26,3.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Italy,Serie A,FC Empoli,1.2,False
931,Aleksandar Pesic,Centre-Forward,30,3.0,Türkiye,Süper Lig,Fatih Karagümrük,Serbia,Super liga Srbije,Red Star Belgrade,1.0,False
932,Jasper Cillessen,Goalkeeper,33,3.0,Spain,LaLiga,Valencia CF,Netherlands,Eredivisie,NEC Nijmegen,1.0,False
933,Julen Lobete,Centre-Forward,21,3.0,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga,Celta de Vigo,1.0,False
934,Abdelhamid Sabiri,Attacking Midfield,25,3.0,Italy,Serie B,Ascoli Calcio,Italy,Serie A,UC Sampdoria,1.0,False
935,Abdou Harroui,Central Midfield,24,3.0,Netherlands,Eredivisie,Sparta Rotterdam,Italy,Serie A,US Sassuolo,1.0,False
936,Julian Gressel,Right Midfield,28,3.0,United States,MLS,D.C. United,Canada,MLS,Vancouver Whitecaps FC,890k,False
937,Ajdin Hrustić,Attacking Midfield,26,3.0,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,Hellas Verona,500k,False
938,Mickaël Malsa,Defensive Midfield,26,3.0,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,Real Valladolid CF,500k,False
939,Sebastiano Luperto,Centre-Back,25,3.0,Italy,Serie A,SSC Napoli,Italy,Serie A,FC Empoli,500k,True
940,Sam Lammers,Centre-Forward,25,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,FC Empoli,500k,True
941,Rodrigo Dourado,Defensive Midfield,28,3.0,Brazil,Série A,Sport Club Internacional,Mexico,Liga MX Apertura,Atlético de San Luis,500k,False
942,Julián Carranza,Centre-Forward,22,3.0,United States,MLS,Inter Miami CF,United States,MLS,Philadelphia Union,455k,False
943,Abdoulaye Seck,Centre-Back,30,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Israel,Ligat ha'Al,Maccabi Haifa,390k,False
944,Alexander Schwolow,Goalkeeper,30,3.0,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,FC Schalke 04,300k,True
945,Mario González,Centre-Forward,26,3.0,Portugal,Liga Portugal,SC Braga,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,250k,True
946,João Novais,Central Midfield,29,3.0,Portugal,Liga Portugal,SC Braga,United Arab Emirates,UAE Pro League,Al-Bataeh CSC,125k,False
947,Viktor Kovalenko,Attacking Midfield,26,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Spezia Calcio,100k,True
948,Kristian Pedersen,Left-Back,27,3.0,England,Championship,Birmingham City,Germany,Bundesliga,1.FC Köln,0,False
949,Jayden Braaf,Left Winger,19,3.0,England,Premier League 2,Manchester City U21,Germany,3. Liga,Borussia Dortmund II,0,False
950,Aurélio Buta,Right-Back,25,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Germany,Bundesliga,Eintracht Frankfurt,0,False
951,Víctor Mollejo,Left Winger,21,3.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga SmartBank,Real Zaragoza,0,True
952,Tyler Morton,Defensive Midfield,19,3.0,England,Premier League 2,Liverpool FC U21,England,Championship,Blackburn Rovers,0,True
953,Modibo Sagnan,Centre-Back,23,3.0,Spain,LaLiga,Real Sociedad,Netherlands,Eredivisie,FC Utrecht,0,True
954,Keita Baldé,Centre-Forward,27,3.0,Italy,Serie B,Cagliari Calcio,Russia,Premier Liga,Spartak Moscow,0,False
955,Jacob Rasmussen,Centre-Back,25,3.0,Italy,Serie A,ACF Fiorentina,Netherlands,Eredivisie,Feyenoord Rotterdam,0,True
956,Julen Lobete,Centre-Forward,21,3.0,Spain,LaLiga,Celta de Vigo,Netherlands,Eredivisie,RKC Waalwijk,0,True
957,Rubén Blanco,Goalkeeper,26,3.0,Spain,LaLiga,Celta de Vigo,France,Ligue 1,Olympique Marseille,0,True
958,Güven Yalçın,Centre-Forward,23,3.0,Türkiye,Süper Lig,Besiktas JK,Italy,Serie B,Genoa CFC,0,False
959,Edouard Michut,Central Midfield,19,3.0,France,Ligue 1,Paris Saint-Germain,England,Championship,Sunderland AFC,0,True
960,James McAtee,Central Midfield,19,3.0,England,Premier League 2,Manchester City U21,England,Championship,Sheffield United,0,True
961,Sergio Camello,Centre-Forward,21,3.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,Rayo Vallecano,0,True
962,Jarrad Branthwaite,Centre-Back,20,3.0,England,Premier League,Everton FC,Netherlands,Eredivisie,PSV Eindhoven,0,True
963,Matteo Cancellieri,Right Winger,20,3.0,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,0,True
964,Aaron Ramsey,Central Midfield,31,3.0,Italy,Serie A,Juventus FC,France,Ligue 1,OGC Nice,0,False
965,Joe Bryan,Left-Back,28,3.0,England,Premier League,Fulham FC,France,Ligue 1,OGC Nice,0,True
966,Josip Drmic,Centre-Forward,29,3.0,England,Championship,Norwich City,Croatia,SuperSport HNL,GNK Dinamo Zagreb,0,False
967,Gabriel Slonina,Goalkeeper,18,3.0,England,Premier League,Chelsea FC,United States,MLS,Chicago Fire FC,0,True
968,Toni Borevkovic,Centre-Back,25,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Croatia,SuperSport HNL,HNK Hajduk Split,0,True
969,Gabriel Vidovic,Left Winger,18,3.0,Germany,Bundesliga,Bayern Munich,Netherlands,Eredivisie,Vitesse Arnhem,0,True
970,Radoslaw Majecki,Goalkeeper,22,3.0,Monaco,Ligue 1,AS Monaco,Belgium,Jupiler Pro League,Cercle Brugge ,0,True
971,Heitor,Right-Back,21,3.0,Brazil,Série A,Sport Club Internacional,Belgium,Jupiler Pro League,Cercle Brugge ,0,True
972,Jean Marcelin,Centre-Back,22,3.0,Monaco,Ligue 1,AS Monaco,Belgium,Jupiler Pro League,Cercle Brugge ,0,True
973,Adryelson,Centre-Back,24,3.0,Brazil,Série B,Sport Club do Recife,Brazil,Série A,Botafogo de Futebol e Regatas,0,False
974,Nahuel Bustos,Centre-Forward,24,3.0,England,Premier League,Manchester City,Brazil,Série A,São Paulo Futebol Clube,0,True
975,Jaden Philogene,Left Winger,20,3.0,England,Premier League,Aston Villa,Wales,Championship,Cardiff City,0,True
976,Ryan Giles,Left-Back,22,3.0,England,Premier League,Wolverhampton Wanderers,England,Championship,Middlesbrough FC,0,True
977,Darragh Lenihan,Centre-Back,28,3.0,England,Championship,Blackburn Rovers,England,Championship,Middlesbrough FC,0,False
978,In-beom Hwang,Central Midfield,25,3.0,Russia,1.League,Rubin Kazan,Greece,Super League 1,Olympiacos Piraeus,0,False
979,Marcelo,Left-Back,34,3.0,Spain,LaLiga,Real Madrid,Greece,Super League 1,Olympiacos Piraeus,0,False
980,Mattia Destro,Centre-Forward,31,3.0,Italy,Serie B,Genoa CFC,Italy,Serie A,FC Empoli,0,False
981,Boschilia,Attacking Midfield,26,3.0,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Coritiba Foot Ball Club,0,False
982,Kristoffer Olsson,Central Midfield,27,3.0,Belgium,Jupiler Pro League,RSC Anderlecht,Denmark,Superliga,FC Midtjylland,0,True
983,Jesé,Left Winger,29,3.0,Spain,LaLiga SmartBank,UD Las Palmas,Türkiye,Süper Lig,MKE Ankaragücü,0,False
984,Emre Kılınç,Left Winger,28,3.0,Türkiye,Süper Lig,Galatasaray,Türkiye,Süper Lig,MKE Ankaragücü,0,True
985,Gonçalo Paciência,Centre-Forward,28,3.0,Germany,Bundesliga,Eintracht Frankfurt,Spain,LaLiga,Celta de Vigo,0,False
986,Faitout Maouassa,Left-Back,23,3.0,Belgium,Jupiler Pro League,Club Brugge KV,France,Ligue 1,Montpellier HSC,0,True
987,Okay Yokuşlu,Defensive Midfield,28,3.0,Spain,LaLiga,Celta de Vigo,England,Championship,West Bromwich Albion,0,False
988,Neto,Goalkeeper,33,3.0,Spain,LaLiga,FC Barcelona,England,Premier League,AFC Bournemouth,0,False
989,Evann Guessand,Centre-Forward,21,3.0,France,Ligue 1,OGC Nice,France,Ligue 1,FC Nantes,0,True
990,Wladimiro Falcone,Goalkeeper,27,3.0,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Lecce,0,True
991,Mario Gaspar,Centre-Back,31,3.0,Spain,LaLiga,Villarreal CF,England,Championship,Watford FC,0,False
992,Charlie Cresswell,Centre-Back,19,3.0,England,Premier League,Leeds United,England,Championship,Millwall FC,0,True
993,Ignacio Pussetto,Right Winger,26,3.0,England,Championship,Watford FC,Italy,Serie A,UC Sampdoria,0,True
994,Tino Anjorin,Attacking Midfield,20,3.0,England,Premier League 2,Chelsea FC U21,England,Championship,Huddersfield Town,0,True
995,Michal Helik,Centre-Back,26,3.0,England,League One,Barnsley FC,England,Championship,Huddersfield Town,0,False
996,Halil Dervişoğlu,Centre-Forward,22,3.0,England,Premier League,Brentford FC,England,Championship,Burnley FC,0,True
997,Ally Samatta,Centre-Forward,29,3.0,Türkiye,Süper Lig,Fenerbahce,Belgium,Jupiler Pro League,KRC Genk,0,True
998,Yvan Neyou,Defensive Midfield,25,3.0,France,Ligue 2,AS Saint-Étienne,Spain,LaLiga SmartBank,CD Leganés,0,True
999,Hernani,Central Midfield,28,3.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie B,Reggina 1914,0,True
